event_number,result,oddF,oddX,oddL,betF,betX,betL,lossF,lossX,lossL,total,uf,ux,ul,pattern
337,X,1.83,3.61,4.24,4950,3900,5200,9050,0,22000,1685000,1,0,2,
336,F,1.83,3.33,4.45,6850,4900,5750,0,11350,15550,1680000,0,2,1,
335,L,1.81,3.42,4.72,7550,5150,5950,13650,17500,0,1675000,2,1,0,
334,X,1.83,3.38,4.78,5700,4650,5050,10400,0,24050,1670000,1,0,27,
333,F,1.81,3.59,4.48,7350,4700,6250,0,12150,17900,1665000,0,2,26,
332,F,1.81,3.36,4.74,8800,5650,6450,0,13250,20550,1660000,0,1,25,
331,X,1.83,3.68,4.21,6400,4200,6100,11700,0,25650,1655000,1,0,24,
330,F,1.81,3.54,4.36,7950,4850,6550,0,12300,18500,1650000,0,2,23,
329,F,1.88,3.39,4.09,9250,5450,7650,0,13000,21250,1645000,0,1,22,
328,X,1.95,3.37,4.12,6000,4650,6050,11700,0,24900,1640000,2,0,21,
327,X,1.82,3.50,4.48,4650,4000,4800,8450,0,21350,1635000,1,0,20,
326,F,1.88,3.57,4.10,6350,4350,6200,0,11100,15400,1630000,0,2,19,
325,F,1.86,3.39,4.22,7950,5100,6700,0,12100,18200,1625000,0,1,18,
324,X,1.90,3.47,4.23,5400,4300,5550,10250,0,23350,1620000,2,0,17,
323,X,1.85,3.51,4.35,9100,2700,2650,16800,0,11500,1615000,1,0,16,
322,F,1.91,3.43,4.02,3100,3500,4300,0,8400,7150,1610000,0,2,15,
321,F,1.83,3.55,4.20,4850,3900,5100,0,9850,11400,1605000,0,1,14,
320,X,1.83,3.59,4.28,8950,2400,2300,16350,0,9800,1600000,1,0,13,
319,F,1.81,3.40,4.52,9100,2350,1800,0,5550,8050,1595000,0,2,12,
318,F,1.84,3.52,4.03,1850,3000,3550,0,7500,4300,1590000,0,1,11,
317,X,1.95,3.34,4.11,1900,3250,3550,3700,0,14550,1585000,1,0,10,
316,F,1.80,3.62,4.42,3700,3550,4400,0,9300,9300,1580000,0,2,9,
315,F,1.82,3.39,4.09,6450,4450,5800,0,10550,13650,1575000,0,1,8,
314,X,1.82,3.33,4.92,4300,4300,4200,7800,0,20600,1570000,2,0,7,
313,X,1.84,3.39,4.52,9050,2600,2150,16650,0,9700,1565000,1,0,6,
312,F,1.83,3.66,4.01,8600,2100,2050,0,5500,8150,1560000,0,3,5,
311,F,1.81,3.84,4.21,1250,2650,3350,0,7500,4100,1555000,0,2,4,
310,F,1.91,3.46,4.03,3850,3700,4800,0,9050,9200,1550000,0,1,3,
309,X,1.82,3.37,4.85,8950,2300,1500,16250,0,7200,1545000,1,0,2,
308,F,1.80,3.33,4.51,1600,3200,3050,0,7400,3650,1540000,0,3,1,
307,L,1.82,3.47,4.58,3050,3600,3900,5550,12450,0,1535000,1,2,0,
306,F,1.85,3.47,4.15,5450,4150,5450,0,10200,12550,1530000,0,1,6,
305,X,1.84,3.63,4.23,8950,2500,2600,16450,0,10850,1525000,2,0,5,
304,X,1.84,3.46,4.57,1000,2950,2850,1800,0,12900,1520000,1,0,4,
303,F,1.86,3.68,4.11,3350,3350,4500,0,8850,8400,1515000,0,2,3,
302,F,1.86,3.46,4.30,5200,4200,5250,0,10250,12500,1510000,0,1,2,
301,X,1.88,3.62,4.04,8550,2500,2850,16050,0,11450,1505000,4,0,1,
300,L,1.81,3.85,4.19,2250,2900,3900,4050,11100,0,1500000,3,2,0,
299,L,1.87,3.46,4.06,4100,3750,4800,7650,12900,0,1495000,2,1,0,
298,X,1.86,3.76,4.03,3100,3150,4500,5750,0,18000,1490000,1,0,2,
297,F,1.84,3.37,4.14,5500,4250,5350,0,10050,12100,1485000,0,5,1,
296,L,1.82,3.30,4.53,9600,2850,2400,17450,9350,0,1480000,1,4,0,
295,F,1.81,3.62,4.51,2350,3250,3650,0,8400,6450,1475000,0,3,4,
294,F,1.81,3.32,4.10,5600,4250,5250,0,9800,11400,1470000,0,2,3,
293,F,1.82,3.64,4.21,6300,4200,5950,0,11000,14950,1465000,0,1,2,
292,X,1.82,3.84,4.14,9250,2550,3200,16800,0,13200,1460000,2,0,1,
291,L,1.84,3.46,4.12,3000,3400,4100,5500,11700,0,1455000,1,3,0,
290,F,1.88,3.45,4.29,4550,4050,4950,0,9850,11150,1450000,0,2,4,
289,F,1.80,3.57,4.54,6150,4400,5500,0,11200,14850,1445000,0,1,3,
288,X,1.84,3.46,4.06,5100,4000,5250,9350,0,21200,1440000,4,0,2,
287,X,1.84,3.31,4.39,9050,2600,2100,16650,0,9050,1435000,3,0,1,
286,L,1.87,3.30,4.68,1250,3200,2850,2300,10550,0,1430000,2,1,0,
285,X,1.87,3.50,4.11,1800,3050,3500,3350,0,14350,1425000,1,0,6,
284,F,1.85,3.52,4.10,3950,3650,4700,0,9150,9250,1420000,0,2,5,
283,F,1.84,3.35,4.28,5900,4500,5450,0,10500,13200,1415000,0,1,4,
282,X,1.85,3.32,4.41,9250,2850,2550,17100,0,11150,1410000,1,0,3,
281,F,1.87,3.37,4.02,3200,3550,4200,0,8300,6850,1405000,0,9,2,
280,F,1.92,3.46,4.01,4650,3950,5300,0,9700,11250,1400000,0,8,1,
279,L,1.82,3.40,4.71,9300,2600,2050,16900,8750,0,1395000,1,7,0,
278,F,1.88,3.39,4.45,8400,2350,1850,0,5600,8100,1390000,0,6,3,
277,F,1.87,3.53,4.10,1750,3000,3500,0,7550,4300,1385000,0,5,2,
276,F,1.88,3.58,4.17,8650,2600,2800,0,6700,11650,1380000,0,4,1,
275,L,1.83,3.45,4.49,2250,3350,3500,4100,11450,0,1375000,1,3,0,
274,F,1.83,3.43,4.67,4200,4050,4400,0,9800,10500,1370000,0,2,1,
273,L,1.81,3.49,4.02,6250,4200,5850,11300,14600,0,1365000,2,1,0,
272,X,1.81,3.35,4.30,9600,2750,2500,17350,0,10650,1360000,1,0,2,
271,F,1.86,3.47,4.20,2650,3350,3900,0,8200,6300,1355000,0,4,1,
270,L,1.93,3.43,4.14,3900,3850,4750,7500,13100,0,1350000,1,3,0,
269,F,1.94,3.43,4.03,5600,4350,5900,0,10500,13650,1345000,0,2,1,
268,L,1.84,3.71,4.12,6800,4250,6450,12500,15750,0,1340000,3,1,0,
267,X,1.80,3.64,4.41,5100,3950,5100,9150,0,22450,1335000,2,0,1,
266,L,1.84,3.39,4.06,9550,3000,3300,17550,10150,0,1330000,1,8,0,
265,F,1.90,3.40,4.07,3600,3700,4500,0,8800,8300,1325000,0,7,1,
264,L,1.82,3.73,4.21,8500,1950,1700,15450,7150,0,1320000,1,6,0,
263,F,1.82,3.31,4.94,1200,3250,2700,0,7400,3150,1315000,0,5,3,
262,F,1.83,3.49,4.16,9250,2650,2750,0,6550,11300,1310000,0,4,2,
261,F,1.92,3.38,4.27,2750,3550,3950,0,8350,6750,1305000,0,3,1,
260,L,1.93,3.38,4.18,4050,3950,4800,7800,13350,0,1300000,4,2,0,
259,L,1.84,3.40,4.30,5450,4300,5250,10000,14600,0,1295000,3,1,0,
258,X,1.90,3.35,4.25,8700,2800,2600,16500,0,11050,1290000,2,0,5,
257,X,1.82,3.41,4.67,1050,3050,2800,1900,0,13050,1285000,1,0,4,
256,F,1.85,3.36,4.68,9200,2800,2350,0,6550,10950,1280000,0,4,3,
255,F,1.93,3.33,4.03,3050,3600,4200,0,8300,6850,1275000,0,3,2,
254,F,1.93,3.49,4.02,4550,3900,5300,0,9700,11250,1270000,0,2,1,
253,L,1.92,3.36,4.11,5600,4450,5700,10750,14900,0,1265000,3,1,0,
252,X,1.93,3.48,4.04,4100,3800,5000,7900,0,20200,1260000,2,0,1,
251,L,1.82,3.53,4.08,9000,2350,2300,16350,8250,0,1255000,1,3,0,
250,F,1.83,3.32,4.29,2300,3400,3500,0,7850,5000,1250000,0,2,3,
249,F,1.90,3.33,4.47,3950,4100,4450,0,9500,9850,1245000,0,1,2,
248,X,1.86,3.33,4.36,3550,3850,4200,6600,0,18300,1240000,3,0,1,
247,L,1.91,3.35,4.08,4800,4150,5200,9150,13900,0,1235000,2,4,0,
246,L,1.83,3.33,4.75,9250,2650,2050,16900,8800,0,1230000,1,3,0,
245,F,1.82,3.86,4.06,2100,2800,3900,0,8000,5800,1225000,0,2,6,
244,F,1.83,3.35,4.17,9650,3000,3100,0,7050,12850,1220000,0,1,5,
243,X,1.93,3.37,4.28,1550,3150,3250,2950,0,13850,1215000,2,0,4,
242,X,1.83,3.52,4.05,1950,3000,3600,3550,0,14450,1210000,1,0,3,
241,F,1.87,3.39,4.42,9050,2850,2650,0,6750,11650,1205000,0,1,2,
240,X,1.90,3.38,4.34,1300,3050,3100,2450,0,13300,1200000,2,0,1,
239,L,1.87,3.57,4.18,2950,3350,4200,5500,11950,0,1195000,1,4,0,
238,F,1.95,3.35,4.02,4950,4250,5450,0,9950,11900,1190000,0,3,4,
237,F,1.89,3.48,4.15,6300,4500,6100,0,11100,15300,1185000,0,2,3,
236,F,1.82,3.31,4.79,7600,5350,5850,0,12350,17950,1180000,0,1,2,
235,X,1.82,3.43,4.15,6100,4350,5650,11100,0,23350,1175000,4,0,1,
234,L,1.83,3.30,4.43,6650,4850,5650,12150,16000,0,1170000,3,1,0,
233,X,1.81,3.31,4.93,10000,3100,2550,18100,0,12400,1165000,2,0,1,
232,L,1.82,3.39,4.37,2850,3500,3800,5150,11800,0,1160000,1,8,0,
231,F,1.84,3.57,4.37,4450,3850,4850,0,9850,11100,1155000,0,7,1,
230,L,1.83,3.49,4.38,9250,2650,2550,16900,9200,0,1150000,1,6,0,
229,F,1.83,3.38,4.09,3200,3500,4150,0,8300,6850,1145000,0,5,2,
