event_number,result,oddF,oddX,oddL,betF,betX,betL,lossF,lossX,lossL,total,uf,ux,ul,pattern
337,X,1.88,3.56,4.04,1750,2950,3550,3250,0,14300,1685000,1,0,2,
336,F,1.83,3.37,4.42,9500,2850,2650,0,6700,11550,1680000,0,2,1,
335,L,1.89,3.51,4.15,2350,3200,3850,4400,11200,0,1675000,2,1,0,
334,X,1.81,3.58,4.09,2450,3100,3850,4400,0,15600,1670000,1,0,27,
333,F,1.84,3.72,4.12,4150,3500,4950,0,9450,10250,1665000,0,2,26,
332,F,1.81,3.41,4.30,6300,4500,5600,0,10750,14000,1660000,0,1,25,
331,X,1.82,3.39,4.87,9650,2900,2400,17550,0,11600,1655000,1,0,24,
330,F,1.84,3.33,4.31,9150,2650,2300,0,6150,9900,1650000,0,2,23,
329,F,1.80,3.35,4.85,2200,3500,3250,0,8150,5600,1645000,0,1,22,
328,X,1.81,3.34,4.41,2600,3500,3600,4700,0,15800,1640000,2,0,21,
327,X,1.94,3.34,4.01,2450,3400,3900,4750,0,15550,1635000,1,0,20,
326,F,1.86,3.39,4.08,4550,3950,4950,0,9400,10100,1630000,0,2,19,
325,F,1.81,3.46,4.08,6500,4350,5900,0,10600,13950,1625000,0,1,18,
324,X,1.83,3.33,4.44,4550,4150,4600,8300,0,20350,1620000,2,0,17,
323,X,1.83,3.54,4.47,8900,2350,2050,16250,0,9150,1615000,1,0,16,
322,F,1.84,3.65,4.19,8400,2050,1850,0,5400,7650,1610000,0,2,15,
321,F,1.82,3.39,4.34,1600,3100,3200,0,7400,3800,1605000,0,1,14,
320,X,1.80,3.65,4.34,1750,2950,3450,3150,0,14850,1600000,1,0,13,
319,F,1.81,3.80,4.05,4100,3350,4950,0,9300,9900,1595000,0,2,12,
318,F,1.92,3.53,4.03,5550,4200,5900,0,10550,13700,1590000,0,1,11,
317,X,1.85,3.56,4.29,9000,2650,2750,16650,0,11700,1585000,1,0,10,
316,F,1.93,3.39,4.02,3100,3550,4300,0,8450,7200,1580000,0,2,9,
315,F,1.82,3.37,4.04,5500,4150,5350,0,9800,11550,1575000,0,1,8,
314,X,1.82,3.51,4.05,4000,3600,4650,7250,0,18750,1570000,2,0,7,
313,X,1.84,3.33,4.71,8700,2300,1500,16000,0,7050,1565000,1,0,6,
312,F,1.80,3.40,4.07,1750,3050,3350,0,7250,3550,1560000,0,3,5,
311,F,1.84,3.37,4.11,9250,2750,2700,0,6450,11000,1555000,0,2,4,
310,F,1.92,3.49,4.05,2650,3300,4100,0,8200,6550,1550000,0,1,3,
309,X,1.85,3.70,4.02,2450,3000,4050,4500,0,16150,1545000,1,0,2,
308,F,1.82,3.47,4.69,4050,3950,4350,0,9750,10400,1540000,0,3,1,
307,L,1.84,3.47,4.29,5850,4350,5550,10750,15050,0,1535000,1,2,0,
306,F,1.80,3.52,4.62,7000,4750,5850,0,11900,16950,1530000,0,1,6,
305,X,1.86,3.32,4.33,5550,4500,5250,10300,0,22700,1525000,2,0,5,
304,X,1.87,3.53,4.18,8800,2650,2750,16450,0,11350,1520000,1,0,4,
303,F,1.85,3.48,4.27,2800,3400,3950,0,8400,6800,1515000,0,2,3,
302,F,1.87,3.62,4.01,4750,3750,5350,0,9800,11450,1510000,0,1,2,
301,X,1.90,3.36,4.38,3650,3900,4350,6900,0,19000,1505000,4,0,1,
300,L,1.88,3.35,4.28,5050,4300,5100,9450,14350,0,1500000,3,2,0,
299,L,1.90,3.40,4.13,8850,2950,3100,16800,9950,0,1495000,2,1,0,
298,X,1.86,3.58,4.29,1400,2900,3300,2600,0,14000,1490000,1,0,2,
297,F,1.82,3.36,4.74,3600,3950,4000,0,9250,8900,1485000,0,5,1,
296,L,1.84,3.70,4.14,8650,2250,2350,15900,8250,0,1480000,1,4,0,
295,F,1.83,3.50,4.29,2200,3200,3600,0,7900,5350,1475000,0,3,4,
294,F,1.88,3.37,4.37,4150,4050,4600,0,9550,10100,1470000,0,2,3,
293,F,1.81,3.52,4.14,6450,4300,5900,0,10750,14300,1465000,0,1,2,
292,X,1.96,3.37,4.11,8350,3000,3150,16350,0,12800,1460000,2,0,1,
291,L,1.82,3.80,4.09,2850,3050,4250,5150,11550,0,1455000,1,3,0,
290,F,1.81,3.52,4.11,5250,3950,5300,0,9900,11700,1450000,0,2,4,
289,F,1.95,3.30,4.28,6100,4850,5900,0,11150,15150,1445000,0,1,3,
288,X,1.85,3.49,4.29,4800,4000,5050,8850,0,21550,1440000,4,0,2,
287,X,1.80,3.31,4.68,4000,4050,4150,7200,0,19250,1435000,3,0,1,
286,L,1.80,3.68,4.16,5650,3900,5600,10150,14300,0,1430000,2,1,0,
285,X,1.83,3.38,4.59,9350,2750,2400,17100,0,10900,1425000,1,0,6,
284,F,1.80,3.44,4.56,2700,3500,3650,0,8450,6550,1420000,0,2,5,
283,F,1.95,3.43,4.01,4700,4050,5400,0,9800,11550,1415000,0,1,4,
282,X,1.80,3.33,4.84,9450,2550,1850,17000,0,8950,1410000,1,0,3,
281,F,1.90,3.33,4.02,2400,3350,3800,0,7800,5200,1405000,0,9,2,
280,F,1.82,3.89,4.10,3800,3250,4850,0,9350,9850,1400000,0,8,1,
279,L,1.83,3.38,4.28,8950,2400,1950,16350,8000,0,1395000,1,7,0,
278,F,1.80,3.68,4.25,1600,2850,3400,0,7550,4300,1390000,0,6,3,
277,F,1.80,3.58,4.25,9500,2600,2800,0,6700,11750,1385000,0,5,2,
276,F,1.81,3.33,4.54,9400,2600,2150,0,6050,9600,1380000,0,4,1,
275,L,1.86,3.53,4.03,1700,2950,3500,3150,10350,0,1375000,1,3,0,
274,F,1.83,3.39,4.21,9400,2800,2700,0,6600,11350,1370000,0,2,1,
273,L,1.84,3.34,4.30,2250,3350,3500,4100,11150,0,1365000,2,1,0,
272,X,1.80,3.75,4.10,2150,2900,3800,3850,0,15450,1360000,1,0,2,
271,F,1.95,3.40,4.09,8350,2900,3100,0,6950,12550,1355000,0,4,1,
270,L,1.90,3.49,4.10,2600,3300,4000,4900,11500,0,1350000,1,3,0,
269,F,1.82,3.63,4.40,4300,3750,4750,0,9750,10800,1345000,0,2,1,
268,L,1.92,3.43,4.04,8500,2800,2950,16300,9500,0,1340000,3,1,0,
267,X,1.87,3.42,4.27,1300,3000,3100,2400,0,13200,1335000,2,0,1,
266,L,1.87,3.45,4.14,2950,3450,4100,5500,11800,0,1330000,1,8,0,
265,F,1.80,3.43,4.16,5250,4050,5150,0,9800,11300,1325000,0,7,1,
264,L,1.84,3.46,4.24,9150,2650,2600,16800,9150,0,1320000,1,6,0,
263,F,1.84,3.50,4.21,8750,2350,2150,0,5850,9050,1315000,0,5,3,
262,F,1.80,3.56,4.34,1900,3050,3450,0,7800,4950,1310000,0,4,2,
261,F,1.83,3.63,4.35,3900,3600,4600,0,9450,9850,1305000,0,3,1,
260,L,1.81,3.58,4.29,5600,4100,5400,10100,14600,0,1300000,4,2,0,
259,L,1.82,3.41,4.26,6850,4650,5950,12450,15800,0,1295000,3,1,0,
258,X,1.86,3.52,4.38,4700,4000,5000,8700,0,21750,1290000,2,0,5,
257,X,1.84,3.47,4.02,9000,2550,2550,16550,0,10250,1285000,1,0,4,
256,F,1.95,3.34,4.00,2600,3450,4000,0,8000,5900,1280000,0,4,3,
255,F,1.83,3.60,4.19,4350,3700,4900,0,9500,10400,1275000,0,3,2,
254,F,1.88,3.42,4.04,6300,4450,6050,0,10700,14300,1270000,0,2,1,
253,L,1.81,3.32,4.40,7050,4900,5800,12750,16200,0,1265000,3,1,0,
252,X,1.87,3.47,4.14,4950,4050,5250,9250,0,21700,1260000,2,0,1,
251,L,1.85,3.49,4.09,9150,2750,2950,16900,9500,0,1255000,1,3,0,
250,F,1.97,3.30,4.13,7900,2650,2350,0,6050,9700,1250000,0,2,3,
249,F,1.84,3.42,4.18,2400,3300,3700,0,7950,5450,1245000,0,1,2,
248,X,1.88,3.55,4.16,2200,3150,3750,4100,0,15600,1240000,3,0,1,
247,L,1.83,3.39,4.68,3650,3900,4100,6650,13200,0,1235000,2,4,0,
246,L,1.84,3.76,4.01,8650,2250,2550,15900,8350,0,1230000,1,3,0,
245,F,1.80,3.64,4.17,8950,2150,1950,0,5550,8100,1225000,0,2,6,
244,F,1.86,3.36,4.38,1700,3200,3250,0,7550,4150,1220000,0,1,5,
243,X,1.85,3.53,4.30,1900,3100,3500,3500,0,14950,1215000,2,0,4,
242,X,1.87,3.48,4.30,2100,3200,3600,3900,0,15350,1210000,1,0,3,
241,F,1.82,3.79,4.07,4150,3400,5000,0,9400,10250,1205000,0,1,2,
240,X,1.83,3.35,4.74,9000,2450,1750,16450,0,8200,1200000,2,0,1,
239,L,1.80,3.72,4.39,1100,2750,3100,1950,10150,0,1195000,1,4,0,
238,F,1.90,3.60,4.00,3600,3450,4750,0,8950,8900,1190000,0,3,4,
237,F,1.81,3.38,4.30,5750,4350,5300,0,10350,12750,1185000,0,2,3,
236,F,1.91,3.40,4.14,6850,4800,6400,0,11450,16350,1180000,0,1,2,
235,X,1.95,3.32,4.04,4950,4300,5400,9650,0,21750,1175000,4,0,1,
234,L,1.90,3.35,4.30,5750,4600,5550,10900,15350,0,1170000,3,1,0,
233,X,1.81,3.47,4.37,9600,2750,2700,17350,0,11700,1165000,2,0,1,
232,L,1.82,3.39,4.62,2300,3450,3400,4150,11600,0,1160000,1,8,0,
231,F,1.80,3.61,4.01,4900,3700,5200,0,9550,10800,1155000,0,7,1,
230,L,1.88,3.47,4.05,8650,2600,2650,16250,8900,0,1150000,1,6,0,
229,F,1.84,3.49,4.55,2300,3350,3550,0,8250,6000,1145000,0,5,2,
228,F,1.84,3.36,4.14,5100,4150,5100,0,9700,11000,1140000,0,4,1,
227,L,1.89,3.33,4.52,8750,2750,2350,16500,9100,0,1135000,1,3,0,
226,F,1.83,3.44,4.25,2750,3400,3850,0,8200,6250,1130000,0,2,14,
225,F,1.81,3.30,4.98,4350,4350,4150,0,9950,10650,1125000,0,1,13,
224,X,1.92,3.39,4.13,3850,3850,4650,7350,0,19100,1120000,1,0,12,
223,F,1.81,3.83,4.12,5400,3700,5650,0,10400,13150,1115000,0,1,11,
222,X,1.84,3.32,4.77,4200,4250,4250,7700,0,20200,1110000,2,0,10,
221,X,1.82,3.35,4.34,10550,2150,1500,19200,0,6500,1105000,1,0,9,
220,F,1.84,3.79,4.02,10150,1800,1700,0,5000,5000,1100000,0,5,8,
219,F,1.84,3.76,4.04,8900,2450,2950,0,6650,11800,1095000,0,4,7,
218,F,1.86,3.43,4.27,8750,2500,2250,0,6000,9500,1090000,0,3,6,
217,F,1.92,3.52,4.03,2200,3150,3850,0,7850,5400,1085000,0,2,5,
216,F,1.83,3.31,4.45,9700,3050,2800,0,7000,12400,1080000,0,1,4,
215,X,1.80,3.78,4.18,1400,2700,3400,2500,0,14100,1075000,1,0,3,
214,F,1.86,3.54,4.01,4000,3600,4800,0,9050,9100,1070000,0,1,2,
213,X,1.81,3.40,4.36,3300,3650,4000,5950,0,17400,1065000,3,0,1,
212,L,1.88,3.49,4.15,4500,3900,5050,8450,13600,0,1060000,2,11,0,
211,L,1.87,3.56,4.09,9950,2000,1650,18600,7000,0,1055000,1,10,0,
210,F,1.90,3.51,4.07,1700,3000,3500,0,7500,4200,1050000,0,9,4,
209,F,1.84,3.43,4.53,3600,3800,4200,0,9200,9000,1045000,0,8,3,
208,F,1.91,3.39,4.28,5450,4450,5500,0,10550,13450,1040000,0,7,2,
207,F,1.82,3.42,4.40,7350,4900,6100,0,11750,16750,1035000,0,6,1,
206,L,1.88,3.34,4.07,8100,5150,6950,15200,17200,0,1030000,2,5,0,
205,L,1.83,3.68,4.08,8700,4750,7450,15900,17450,0,1025000,1,4,0,
204,F,1.81,3.46,4.33,9850,5500,7450,0,13450,22150,1020000,0,3,1,
203,L,1.81,3.41,4.27,10400,5700,7700,18800,19350,0,1015000,1,2,0,
202,F,1.82,3.30,4.17,11600,6200,8300,0,14150,24550,1010000,0,1,5,
201,X,1.90,3.38,4.14,7150,4900,6500,13550,0,26850,1005000,1,0,4,
200,F,1.86,3.32,4.37,8400,5450,6750,0,12600,19350,1000000,0,2,3,
199,F,1.85,3.37,4.14,9850,5600,7750,0,13250,21950,995000,0,1,2,
198,X,1.83,3.51,4.53,6400,4600,5700,11700,0,25750,990000,8,0,1,
197,L,1.86,3.48,4.00,8000,4800,7050,14850,16700,0,985000,7,3,0,
196,L,1.81,3.48,4.17,8650,5000,7000,15650,17350,0,980000,6,2,0,
195,L,1.84,3.56,4.11,9000,5050,7500,16550,17900,0,975000,5,1,0,
194,X,1.84,3.43,4.14,6400,4450,5900,11750,0,24400,970000,4,0,2,
193,X,1.85,3.59,4.29,4450,3800,4950,8200,0,21100,965000,3,0,1,
192,L,1.82,3.73,4.03,9150,2500,3000,16650,9300,0,960000,2,3,0,
191,L,1.85,3.49,4.13,2500,3250,3850,4600,11250,0,955000,1,2,0,
190,F,1.86,3.31,4.32,4600,4200,4750,0,9600,10400,950000,0,1,11,
189,X,1.81,3.57,4.55,10400,1950,1450,18800,0,6450,945000,1,0,10,
188,F,1.84,3.58,4.17,10200,1950,1600,0,5000,5000,940000,0,12,9,
187,F,1.80,3.32,4.93,10650,2200,1300,0,5000,5000,935000,0,11,8,
186,F,1.84,3.45,4.20,10300,2050,1600,0,5000,5000,930000,0,10,7,
185,F,1.84,3.31,4.21,10500,2200,1600,0,5000,5000,925000,0,9,6,
184,F,1.92,3.38,4.07,9600,2150,1650,0,5000,5000,920000,0,8,5,
183,F,1.92,3.52,4.02,8600,2900,3350,0,7200,13350,915000,0,7,4,
182,F,1.81,3.68,4.12,9150,2400,2650,0,6400,10800,910000,0,6,3,
181,F,1.85,3.37,4.30,2750,3500,3800,0,8250,6300,905000,0,5,2,
180,F,1.87,3.38,4.21,4750,4100,5000,0,9750,11000,900000,0,4,1,
179,L,1.81,3.76,4.12,9200,2450,2850,16650,9100,0,895000,1,3,0,
178,F,1.88,3.63,4.11,2700,3200,4150,0,8400,7000,890000,0,2,3,
177,F,1.85,3.70,4.07,4650,3650,5300,0,9800,11450,885000,0,1,2,
176,X,1.93,3.39,4.07,8200,2600,2500,15800,0,10150,880000,2,0,1,
175,L,1.81,3.47,4.80,1550,3200,3050,2800,11000,0,875000,1,3,0,
174,F,1.89,3.40,4.21,4150,3900,4750,0,9350,9900,870000,0,2,3,
173,F,1.88,3.36,4.15,6050,4550,5750,0,10650,13850,865000,0,1,2,
172,X,1.82,3.71,4.32,4300,3650,4850,7800,0,20950,860000,4,0,1,
171,L,1.84,3.47,4.10,6050,4300,5750,11100,14800,0,855000,3,1,0,
170,X,1.83,3.54,4.03,4500,3700,5000,8200,0,20100,850000,2,0,6,
169,X,1.81,3.90,4.11,8650,2000,2150,15650,0,8800,845000,1,0,5,
168,F,1.88,3.37,4.21,2000,3250,3500,0,7700,4700,840000,0,1,4,
167,X,1.82,3.37,4.10,2300,3250,3600,4150,0,14750,835000,1,0,3,
166,F,1.90,3.34,4.47,8850,2950,2700,0,6850,11950,830000,0,1,2,
165,X,1.92,3.52,4.04,1400,2900,3350,2650,0,13450,825000,2,0,1,
164,L,1.88,3.39,4.30,2850,3550,3950,5350,12000,0,820000,1,2,0,
163,F,1.84,3.52,4.12,5000,3950,5250,0,9850,11500,815000,0,1,13,
162,X,1.81,3.67,4.34,9050,2300,2250,16350,0,9750,810000,1,0,12,
161,F,1.81,3.32,4.14,2800,3450,3800,0,7950,5650,805000,0,3,11,
160,F,1.84,3.60,4.11,9200,2700,3150,0,7000,12800,800000,0,2,10,
159,F,1.80,3.38,4.74,3150,3750,3750,0,8900,7750,795000,0,1,9,
158,X,1.80,3.74,4.33,2900,3200,4100,5200,0,17700,790000,1,0,8,
157,F,1.81,3.47,4.30,5400,4150,5200,0,10150,12200,785000,0,1,7,
156,X,1.85,3.49,4.31,4000,3800,4600,7400,0,19750,780000,1,0,6,
155,F,1.86,3.33,4.45,5850,4650,5350,0,10800,13750,775000,0,1,5,
154,X,1.92,3.36,4.17,8650,2950,3050,16600,0,12600,770000,3,0,4,
153,X,1.85,3.51,4.20,1500,2950,3300,2750,0,13750,765000,2,0,3,
152,X,1.97,3.38,4.03,1850,3200,3550,3600,0,14250,760000,1,0,2,
151,F,1.81,3.68,4.37,3500,3450,4350,0,9200,9000,755000,0,3,1,
150,L,1.81,3.41,4.57,5150,4300,4850,9300,14550,0,750000,3,2,0,
149,L,1.89,3.33,4.43,6100,4800,5600,11500,15900,0,745000,2,1,0,
148,X,1.81,3.45,4.29,9800,2900,2950,17700,0,12500,740000,1,0,4,
147,F,1.82,3.39,4.43,9350,2650,2350,0,6300,10250,735000,0,10,3,
146,F,1.85,3.39,4.45,2450,3450,3600,0,8200,6000,730000,0,9,2,
145,F,1.87,3.39,4.04,4900,4050,5200,0,9650,10950,725000,0,8,1,
144,L,1.86,3.34,4.60,8900,2650,2200,16550,8850,0,720000,1,7,0,
143,F,1.94,3.34,4.15,2450,3450,3850,0,8050,5900,715000,0,6,2,
142,F,1.85,3.57,4.13,4450,3750,5000,0,9550,10550,710000,0,5,1,
141,L,1.89,3.45,4.27,8550,2600,2500,16150,8950,0,705000,1,4,0,
140,F,1.87,3.40,4.10,2800,3400,4000,0,8150,6250,700000,0,3,1,
139,L,1.82,3.58,4.02,4250,3550,4900,7700,12700,0,695000,1,2,0,
138,F,1.86,3.67,4.11,5450,3950,5700,0,10450,13350,690000,0,1,15,
137,X,1.85,3.54,4.01,4400,3700,5000,8100,0,20000,685000,1,0,14,
136,F,1.80,3.38,4.81,5650,4600,4900,0,10850,13450,680000,0,1,13,
