event_number,result,oddF,oddX,oddL,betF,betX,betL,lossF,lossX,lossL,total,uf,ux,ul,pattern
337,X,1.82,3.73,4.08,8800,2200,2350,16000,0,9500,1685000,1,0,2,
336,F,1.81,3.32,4.72,2050,3450,3200,0,8000,5100,1680000,0,2,1,
335,L,1.87,3.48,4.07,3900,3650,4700,7250,12650,0,1675000,2,1,0,
334,X,1.81,3.53,4.30,3150,3450,4100,5700,0,17600,1670000,1,0,27,
333,F,1.84,3.38,4.49,5000,4300,4900,0,10200,12000,1665000,0,2,26,
332,F,1.85,3.40,4.17,7100,4750,6250,0,11350,15950,1660000,0,1,25,
331,X,1.83,3.60,4.36,4900,3950,5100,8950,0,22100,1655000,1,0,24,
330,F,1.81,3.78,4.11,6700,4100,6300,0,11300,15850,1650000,0,2,23,
329,F,1.86,3.35,4.59,7600,5300,6200,0,12400,18450,1645000,0,1,22,
328,X,1.85,3.36,4.41,5900,4600,5400,10900,0,23750,1640000,2,0,21,
327,X,1.85,3.63,4.16,4450,3700,5050,8200,0,20900,1635000,1,0,20,
326,F,1.84,3.45,4.45,6050,4500,5550,0,11000,14550,1630000,0,2,19,
325,F,1.83,3.39,4.04,8400,5000,6950,0,11950,18050,1625000,0,1,18,
324,X,1.92,3.31,4.08,5450,4450,5550,10450,0,22600,1620000,2,0,17,
323,X,1.82,3.79,4.17,9000,2350,2650,16350,0,10900,1615000,1,0,16,
322,F,1.87,3.46,4.20,2750,3400,3950,0,8250,6450,1610000,0,2,15,
321,F,1.81,3.35,4.73,4550,4250,4400,0,9950,10800,1605000,0,1,14,
320,X,1.90,3.48,4.01,8400,2550,2600,15950,0,10400,1600000,1,0,13,
319,F,1.85,3.64,4.22,8450,2150,2000,0,5650,8400,1595000,0,2,12,
318,F,1.80,3.70,4.11,1700,2800,3550,0,7550,4500,1590000,0,1,11,
317,X,1.84,3.37,4.21,2100,3250,3500,3850,0,14650,1585000,1,0,10,
316,F,1.82,3.83,4.13,3750,3300,4750,0,9250,9550,1580000,0,2,9,
315,F,1.81,3.36,4.55,5850,4550,5150,0,10700,13350,1575000,0,1,8,
314,X,1.89,3.35,4.01,4600,4000,5050,8650,0,20250,1570000,2,0,7,
313,X,1.82,3.76,4.12,8700,2100,2150,15800,0,8800,1565000,1,0,6,
312,F,1.85,3.39,4.13,2200,3250,3600,0,7650,4750,1560000,0,3,5,
311,F,1.83,3.49,4.16,4200,3750,4700,0,9250,9550,1555000,0,2,4,
310,F,1.90,3.33,4.11,5900,4550,5750,0,10550,13550,1550000,0,1,3,
309,X,1.82,3.86,4.05,9050,2400,2950,16450,0,11900,1545000,1,0,2,
308,F,1.82,3.41,4.68,2750,3600,3650,0,8650,7050,1540000,0,3,1,
307,L,1.82,3.38,4.09,4800,3950,4950,8700,13350,0,1535000,1,2,0,
306,F,1.83,3.37,4.66,5700,4600,5100,0,10850,13750,1530000,0,1,6,
305,X,1.80,3.55,4.67,4500,4000,4600,8100,0,21400,1525000,2,0,5,
304,X,1.88,3.39,4.02,8700,2650,2650,16350,0,10550,1520000,1,0,4,
303,F,1.81,3.36,4.19,2850,3450,3850,0,8100,6050,1515000,0,2,3,
302,F,1.84,3.49,4.36,4350,3900,4750,0,9700,10600,1510000,0,1,2,
301,X,1.89,3.30,4.35,3700,3950,4300,6950,0,18600,1505000,4,0,1,
300,L,1.92,3.31,4.27,4750,4300,5050,9100,14200,0,1500000,3,2,0,
299,L,1.84,3.39,4.59,5850,4600,5300,10750,15550,0,1495000,2,1,0,
298,X,1.83,3.62,4.24,4650,3800,5050,8500,0,21300,1490000,1,0,2,
297,F,1.85,3.35,4.24,6650,4750,5900,0,11100,15000,1485000,0,5,1,
296,L,1.82,3.58,4.04,7700,4550,6750,14000,16200,0,1480000,1,4,0,
295,F,1.92,3.33,4.31,7950,5450,6850,0,12600,19450,1475000,0,3,4,
294,F,1.88,3.48,4.26,9000,5400,7500,0,13350,21850,1470000,0,2,3,
293,F,1.80,3.89,4.13,10000,4800,8200,0,13850,23850,1465000,0,1,2,
292,X,1.96,3.37,4.00,6700,4800,6600,13100,0,26400,1460000,2,0,1,
291,L,1.82,3.44,4.11,8000,4850,6700,14550,16600,0,1455000,1,3,0,
290,F,1.85,3.48,4.47,8000,5150,6650,0,12750,19700,1450000,0,2,4,
289,F,1.81,3.32,4.66,9700,5950,6900,0,13700,22100,1445000,0,1,3,
288,X,1.89,3.33,4.42,6700,5000,5950,12650,0,26250,1440000,4,0,2,
287,X,1.82,3.42,4.27,5400,4200,5200,9800,0,22100,1435000,3,0,1,
286,L,1.82,3.56,4.12,6500,4300,6000,11800,15200,0,1430000,2,1,0,
285,X,1.82,3.45,4.44,9600,2850,2750,17450,0,12150,1425000,1,0,6,
284,F,1.95,3.40,4.03,8000,2600,2550,0,6150,10200,1420000,0,2,5,
283,F,1.97,3.33,4.03,2500,3450,3950,0,8000,5800,1415000,0,1,4,
282,X,1.84,3.46,4.12,2400,3250,3750,4400,0,15450,1410000,1,0,3,
281,F,1.80,3.57,4.12,9700,2750,3100,0,6950,12650,1405000,0,9,2,
280,F,1.95,3.30,4.21,8200,2750,2450,0,6250,10250,1400000,0,8,1,
279,L,1.87,3.31,4.66,1650,3350,3050,3050,11000,0,1395000,1,7,0,
278,F,1.86,3.51,4.33,9050,2750,2800,0,6800,12000,1390000,0,6,3,
277,F,1.81,3.36,4.26,3400,3650,4100,0,8600,7400,1385000,0,5,2,
276,F,1.81,3.49,4.36,5100,4100,5000,0,10100,11800,1380000,0,4,1,
275,L,1.82,3.51,4.52,9500,2750,2650,17250,9650,0,1375000,1,3,0,
274,F,1.87,3.40,4.03,8750,2600,2500,0,6150,10050,1370000,0,2,1,
273,L,1.81,3.88,4.04,1800,2700,3750,3250,10450,0,1365000,2,1,0,
272,X,1.88,3.32,4.32,2200,3400,3500,4100,0,15050,1360000,1,0,2,
271,F,1.81,3.35,4.05,9850,2950,3100,0,6900,12500,1355000,0,4,1,
270,L,1.86,3.36,4.39,2500,3500,3650,4650,11650,0,1350000,1,3,0,
269,F,1.92,3.39,4.13,4500,4050,5050,0,9650,10850,1345000,0,2,1,
268,L,1.84,3.52,4.13,5850,4200,5700,10750,14700,0,1340000,3,1,0,
267,X,1.82,3.46,4.07,9350,2650,2800,17000,0,11250,1335000,2,0,1,
266,L,1.86,3.30,4.38,2050,3400,3350,3800,11150,0,1330000,1,8,0,
265,F,1.81,3.82,4.22,3800,3350,4700,0,9350,9700,1325000,0,7,1,
264,L,1.87,3.43,4.04,8600,2450,2300,16050,8300,0,1320000,1,6,0,
263,F,1.82,3.38,4.83,1800,3350,3100,0,7950,4850,1315000,0,5,3,
262,F,1.90,3.31,4.33,4300,4150,4700,0,9500,10200,1310000,0,4,2,
261,F,1.97,3.41,4.00,5750,4450,6100,0,10700,14300,1305000,0,3,1,
260,L,1.83,3.61,4.17,7050,4450,6400,12900,16000,0,1300000,4,2,0,
259,L,1.85,3.30,4.79,7500,5450,5900,13850,17950,0,1295000,3,1,0,
258,X,1.83,3.61,4.11,6000,4100,5850,10950,0,23900,1290000,2,0,5,
257,X,1.86,3.36,4.11,9150,2850,2850,17000,0,11650,1285000,1,0,4,
256,F,1.84,3.37,4.67,9050,2600,2050,0,6050,9400,1280000,0,4,3,
255,F,1.86,3.46,4.26,8450,2250,1900,0,5450,7950,1275000,0,3,2,
254,F,1.86,3.42,4.33,1600,3100,3250,0,7500,4000,1270000,0,2,1,
253,L,1.82,3.64,4.35,3250,3400,4250,5900,12350,0,1265000,3,1,0,
252,X,1.95,3.35,4.01,3100,3600,4300,6000,0,17100,1260000,2,0,1,
251,L,1.89,3.36,4.23,4150,4000,4650,7800,13350,0,1255000,1,3,0,
250,F,1.91,3.40,4.20,5650,4450,5650,0,10650,13700,1250000,0,2,3,
249,F,1.87,3.70,4.02,7000,4300,6750,0,11600,17100,1245000,0,1,2,
248,X,1.80,3.49,4.17,5500,4100,5300,9900,0,22050,1240000,3,0,1,
247,L,1.84,3.30,4.28,9450,2900,2650,17350,9500,0,1235000,2,4,0,
246,L,1.84,3.32,4.62,2100,3450,3300,3850,11400,0,1230000,1,3,0,
245,F,1.84,3.49,4.33,4250,3850,4700,0,9550,10250,1225000,0,2,6,
244,F,1.80,3.34,4.22,6750,4650,5750,0,10850,14250,1220000,0,1,5,
243,X,1.90,3.41,4.35,4400,4100,4850,8350,0,21000,1215000,2,0,4,
242,X,1.82,3.49,4.55,3700,3750,4250,6700,0,19250,1210000,1,0,3,
241,F,1.81,3.46,4.04,6450,4300,5900,0,10550,13750,1205000,0,1,2,
240,X,1.82,3.39,4.29,4550,4000,4700,8250,0,20150,1200000,2,0,1,
239,L,1.86,3.52,4.23,8750,2500,2400,16250,8700,0,1195000,1,4,0,
238,F,1.85,3.38,4.11,8750,2400,2050,0,5600,8300,1190000,0,3,4,
237,F,1.81,3.52,4.41,1650,3050,3250,0,7600,4250,1185000,0,2,3,
236,F,1.86,3.56,4.31,3700,3650,4500,0,9250,9350,1180000,0,1,2,
235,X,1.84,3.52,4.41,3250,3550,4150,5950,0,18150,1175000,4,0,1,
234,L,1.91,3.46,4.14,4700,4050,5200,8950,13950,0,1170000,3,1,0,
233,X,1.86,3.33,4.46,8900,2650,2200,16550,0,9650,1165000,2,0,1,
232,L,1.84,3.80,4.09,1700,2750,3650,3100,10450,0,1160000,1,8,0,
231,F,1.87,3.34,4.11,4400,4000,4800,0,9250,9700,1155000,0,7,1,
230,L,1.84,3.56,4.03,8700,2300,2300,16000,8150,0,1150000,1,6,0,
229,F,1.81,3.86,4.12,1750,2750,3650,0,7750,4950,1145000,0,5,2,
228,F,1.80,3.39,4.86,3850,4000,4050,0,9500,9550,1140000,0,4,1,
227,L,1.84,3.35,4.46,9000,2550,2100,16550,8450,0,1135000,1,3,0,
226,F,1.82,3.65,4.30,1900,3000,3550,0,7850,5150,1130000,0,2,14,
225,F,1.88,3.62,4.05,4100,3600,5000,0,9350,10100,1125000,0,1,13,
