event_number,result,oddF,oddX,oddL,betF,betX,betL,lossF,lossX,lossL,total,uf,ux,ul,pattern
337,X,1.81,3.43,4.54,100067370906500,31154525446450,49900044992800,181121941340750,0,226546204267300,1685000,1,0,2,
336,F,1.80,3.48,4.60,83296870731400,25556994431600,41080502158500,0,63381346190250,188970309919050,1680000,0,2,1,
335,L,1.87,3.39,4.30,71220551955150,23035021181350,38926859024600,133182432156100,78088721804700,0,1675000,2,1,0,
334,X,1.84,3.52,4.33,44091060250800,13391043838950,23645446776700,81127550861450,0,102384784543050,1670000,1,0,27,
333,F,1.83,3.79,4.11,36794488780750,9872932839100,20666492853900,0,27545482621000,84939285619500,1665000,0,2,26,
332,F,1.89,3.31,4.26,29266401138550,9816593790350,16230503227950,0,22676331655600,69141943741000,1660000,0,1,25,
331,X,1.95,3.40,4.03,17046116055350,5685659917400,10508150340150,33239926307900,0,42347845870750,1655000,1,0,24,
330,F,1.86,3.45,4.10,15026173883750,4543642298250,8378867246750,0,11131923630700,34353355701650,1650000,0,2,23,
329,F,1.84,3.43,4.33,12179294211800,3785324643650,6445282499250,0,9198338883950,27908073211650,1645000,0,1,22,
328,X,1.87,3.65,4.09,7226921977400,2095054030250,4192368095050,13514344097700,0,17146785508650,1640000,2,0,21,
327,X,1.86,3.56,4.13,4416164777500,1305832922450,2492068791200,8214066486150,0,10292244107600,1635000,1,0,20,
326,F,1.86,3.56,4.14,3603588506900,1067790463750,2031295657150,0,2733543587200,8409564010550,1630000,0,2,19,
325,F,1.85,3.59,4.14,2969452871300,863027557450,1661007388150,0,2235241373750,6876570576850,1625000,0,1,18,
324,X,1.81,3.81,4.15,1825896272700,479956149950,999019835900,3304872253550,0,4145932318900,1620000,2,0,17,
323,X,1.87,3.52,4.27,1055976880550,328322256900,590377634150,1974676766600,0,2520912497700,1615000,1,0,16,
322,F,1.90,3.34,4.03,894213773200,287222730450,517569670400,0,672101189150,2085805761700,1610000,0,2,15,
321,F,1.85,3.43,4.50,710443437800,230487377500,373389549600,0,560084327300,1680252963150,1605000,0,1,14,
320,X,1.85,3.39,4.63,440961313450,147782710800,227034410600,815778429850,0,1051169321000,1600000,1,0,13,
319,F,1.84,3.56,4.32,379706240400,113944560950,205008685950,0,291698076000,885637513150,1595000,0,2,12,
318,F,1.82,3.47,4.01,340575555650,95814051100,183457909500,0,236660706150,735666207050,1590000,0,1,11,
317,X,1.83,3.32,4.14,196983710950,60020924000,103475561050,360480191000,0,428388822700,1585000,1,0,10,
316,F,1.89,3.43,4.36,143204308900,47423941200,80027898700,0,115240177000,348921628250,1580000,0,2,9,
315,F,1.82,3.43,4.42,127599931900,39366476650,65265472500,0,95660538250,288473378300,1575000,0,1,8,
314,X,1.82,3.50,4.34,78095744500,23316349750,40722165700,142134254950,0,176734199100,1570000,2,0,7,
313,X,1.85,3.32,4.15,47624213500,14890679750,25589906700,88104794950,0,106198112800,1565000,1,0,6,
312,F,1.84,3.55,4.05,38707420750,11018714900,21495523500,0,28097722900,87056860150,1560000,0,3,5,
311,F,1.84,3.54,4.19,30863454550,9071488350,16853818450,0,23041580350,70617489200,1555000,0,2,4,
310,F,1.84,3.51,4.49,24378215300,7646276750,12831429100,0,19192154600,57613106500,1550000,0,1,3,
309,X,1.83,3.80,4.05,15521352250,4100068700,8782658650,28404074600,0,35569767400,1545000,1,0,2,
308,F,1.85,3.33,4.50,12333900450,4105935650,6377884700,0,9566829950,28700471150,1540000,0,3,1,
307,L,1.83,3.52,4.28,11087488350,3295262150,5907358150,20290103650,11599322750,0,1535000,1,2,0,
306,F,1.85,3.54,4.38,8773475100,2708404450,4749054350,0,6879347300,20800847950,1530000,0,1,6,
305,X,1.83,3.60,4.19,5580402150,1596174300,3035564450,10212135900,0,12719015000,1525000,2,0,5,
304,X,1.81,3.30,4.12,3528658400,1050783350,1807434950,6386871700,0,7446631950,1520000,1,0,4,
303,F,1.80,3.42,4.27,2803799600,822590200,1420454450,0,1990668250,6065330350,1515000,0,2,3,
302,F,1.83,3.38,4.77,2101873750,705434250,1039125950,0,1678933500,4956620650,1510000,0,1,2,
301,X,1.88,3.38,4.42,1305393000,437823300,710927500,2454138800,0,3142299400,1505000,4,0,1,
300,L,1.85,3.45,4.09,1206484800,359824500,665692550,2231996850,1241394500,0,1500000,3,2,0,
299,L,1.85,3.60,4.21,1010210550,297130700,561553250,1868889500,1069670400,0,1495000,2,1,0,
298,X,1.83,3.41,4.36,628801600,195208750,326701550,1150706900,0,1424418650,1490000,1,0,2,
297,F,1.87,3.33,4.57,489523650,168812300,257078250,0,393332600,1174837550,1485000,0,5,1,
296,L,1.84,3.70,4.11,457274250,126950650,257164700,841384600,469717300,0,1480000,1,4,0,
295,F,1.91,3.45,4.01,361626950,113508900,215576600,0,278096700,864452100,1475000,0,3,4,
294,F,1.88,3.34,4.40,291837450,98555450,158266500,0,230619750,696362450,1470000,0,2,3,
293,F,1.91,3.39,4.16,239998450,78996050,139407500,0,188800500,579925200,1465000,0,1,2,
292,X,1.83,3.86,4.02,152485350,39433450,87134350,279048150,0,350280050,1460000,2,0,1,
291,L,1.82,3.47,4.68,128350200,41016750,64235400,233597350,142328000,0,1455000,1,3,0,
290,F,1.89,3.37,4.14,108440350,34956150,61560750,0,82846050,254851400,1450000,0,2,4,
289,F,1.87,3.47,4.33,86986650,27716150,47967200,0,68458850,207687850,1445000,0,1,3,
288,X,1.81,3.43,4.48,56220200,17322150,28221200,101758550,0,126430950,1440000,4,0,2,
287,X,1.85,3.58,4.27,33387400,9991750,18392500,61766650,0,78535850,1435000,3,0,1,
286,L,1.80,3.82,4.25,30569950,8088000,16372950,55025900,30896050,0,1430000,2,1,0,
285,X,1.80,3.47,4.03,19424650,5357150,10187550,34964350,0,41055750,1425000,1,0,6,
284,F,1.84,3.67,4.18,14304150,4062900,7957550,0,10847850,33252500,1420000,0,2,5,
283,F,1.86,3.35,4.39,11640850,3827350,6188750,0,8994250,27158550,1415000,0,1,4,
282,X,1.81,3.37,4.70,7324450,2381000,3556800,13257250,0,16716800,1410000,1,0,3,
281,F,1.84,3.56,4.28,6096500,1817750,3308300,0,4653400,14149500,1405000,0,9,2,
280,F,1.88,3.57,4.11,4913800,1479150,2849950,0,3801400,11703200,1400000,0,8,1,
279,L,1.92,3.38,4.06,4184200,1370150,2484300,8033650,4631000,0,1395000,1,7,0,
278,F,1.87,3.41,4.21,3509400,1112100,1946050,0,2680050,8182750,1390000,0,6,3,
277,F,1.81,3.38,4.43,3019400,936450,1514250,0,2228750,6698000,1385000,0,5,2,
276,F,1.86,3.36,4.65,2307350,793700,1195600,0,1873100,5549400,1380000,0,4,1,
275,L,1.87,3.42,4.19,2115500,666950,1178500,3955950,2280950,0,1375000,1,3,0,
274,F,1.87,3.38,4.25,1733050,559250,953500,0,1330950,4042350,1370000,0,2,1,
273,L,1.87,3.36,4.42,1478600,495500,795850,2764950,1664850,0,1365000,2,1,0,
272,X,1.84,3.47,4.39,932450,292700,495550,1715700,0,2175400,1360000,1,0,2,
271,F,1.88,3.46,4.07,776100,240500,447450,0,591600,1811100,1355000,0,4,1,
270,L,1.84,3.52,4.32,673000,206550,363750,1238300,726950,0,1350000,1,3,0,
