event_number,result,oddF,oddX,oddL,betF,betX,betL,lossF,lossX,lossL,total,uf,ux,ul,pattern
337,X,1.83,3.44,4.57,338800,111050,175150,620000,0,800350,1685000,1,0,2,
336,F,1.82,3.40,4.29,302150,94300,158450,0,226300,669750,1680000,0,2,1,
335,L,1.86,3.39,4.57,246350,85400,131450,458200,289400,0,1675000,2,1,0,
334,X,1.83,3.79,4.06,160700,44950,93400,294050,0,379200,1670000,1,0,27,
333,F,1.80,3.52,4.35,137100,42350,72300,0,106700,304450,1665000,0,2,26,
332,F,1.84,3.52,4.01,116400,35550,67200,0,89500,259350,1660000,0,1,25,
331,X,1.82,3.79,4.05,68800,20300,41100,125200,0,166450,1655000,1,0,24,
330,F,1.81,3.41,4.23,60850,20550,33700,0,49500,132450,1650000,0,2,23,
329,F,1.98,3.32,4.08,45300,18700,30650,0,43300,114950,1645000,0,1,22,
328,X,1.82,3.32,4.54,31300,12850,17800,56950,0,80650,1640000,2,0,21,
327,X,1.81,3.31,4.70,20250,9450,11950,36650,0,56000,1635000,1,0,20,
326,F,1.84,3.87,4.01,19050,7200,13800,0,20650,45200,1630000,0,2,19,
325,F,1.90,3.32,4.19,17850,8600,12450,0,19900,42150,1625000,0,1,18,
324,X,1.87,3.31,4.26,11900,6550,8800,22250,0,37350,1620000,2,0,17,
323,X,1.93,3.30,4.05,7850,5250,7050,15150,0,28500,1615000,1,0,16,
322,F,1.86,3.42,4.26,8800,5350,7200,0,12900,20600,1610000,0,2,15,
321,F,1.84,3.60,4.33,9300,5250,7550,0,13650,22650,1605000,0,1,14,
320,X,1.87,3.45,4.04,6900,4600,6400,12900,0,25850,1600000,1,0,13,
319,F,1.84,3.75,4.01,7800,4400,7150,0,12100,18600,1595000,0,2,12,
318,F,1.85,3.33,4.69,8450,5650,6500,0,13150,20400,1590000,0,1,11,
317,X,1.90,3.43,4.08,6350,4550,6150,12050,0,25000,1585000,1,0,10,
316,F,1.85,3.65,4.19,7300,4550,6650,0,12000,17850,1580000,0,2,9,
315,F,1.86,3.53,4.09,8750,5050,7450,0,12750,20450,1575000,0,1,8,
314,X,1.94,3.39,4.17,5800,4550,5900,11250,0,24500,1570000,2,0,7,
313,X,1.85,3.36,4.36,9400,2950,2800,17350,0,12100,1565000,1,0,6,
312,F,1.84,3.60,4.19,3050,3350,4200,0,8600,7550,1560000,0,3,5,
311,F,1.85,3.59,4.02,5150,3850,5500,0,9950,12000,1555000,0,2,4,
310,F,1.92,3.49,4.06,6300,4500,6250,0,11100,15350,1550000,0,1,3,
309,X,1.80,3.63,4.11,9650,2700,3150,17350,0,12850,1545000,1,0,2,
308,F,1.87,3.38,4.57,3150,3750,3950,0,8850,7900,1540000,0,3,1,
307,L,1.85,3.48,4.48,4650,4100,4850,8600,14200,0,1535000,1,2,0,
306,F,1.83,3.33,4.67,6550,4950,5450,0,11450,15450,1530000,0,1,6,
305,X,1.83,3.32,4.73,5100,4500,4700,9300,0,22150,1525000,2,0,5,
304,X,1.85,3.35,4.63,9200,2800,2350,17000,0,10800,1520000,1,0,4,
303,F,1.89,3.52,4.22,2550,3300,3950,0,8300,6650,1515000,0,2,3,
302,F,1.81,3.58,4.38,4600,3850,4850,0,9850,11150,1510000,0,1,2,
301,X,1.81,3.51,4.64,9200,2450,2050,16650,0,9500,1505000,4,0,1,
300,L,1.96,3.33,4.11,1600,3150,3350,3100,10450,0,1500000,3,2,0,
299,L,1.85,3.45,4.40,2950,3550,3950,5450,12150,0,1495000,2,1,0,
298,X,1.94,3.33,4.22,2750,3600,3950,5300,0,16600,1490000,1,0,2,
297,F,1.89,3.38,4.16,4800,4150,5100,0,9800,11150,1485000,0,5,1,
296,L,1.82,3.69,4.34,9150,2500,2650,16650,9200,0,1480000,1,4,0,
295,F,1.80,3.37,4.73,2850,3650,3600,0,8600,6950,1475000,0,3,4,
294,F,1.84,3.58,4.18,4950,3900,5250,0,10050,11900,1470000,0,2,3,
293,F,1.89,3.47,4.32,6200,4600,5900,0,11250,15450,1465000,0,1,2,
292,X,1.81,3.33,4.17,5350,4200,5100,9650,0,21150,1460000,2,0,1,
291,L,1.81,3.65,4.01,6200,4000,6000,11200,14600,0,1455000,1,3,0,
290,F,1.84,3.44,4.02,7800,4800,6750,0,11600,17050,1450000,0,2,4,
289,F,1.90,3.32,4.10,8450,5400,7200,0,12450,19450,1445000,0,1,3,
288,X,1.92,3.44,4.09,5700,4350,5850,10900,0,23800,1440000,4,0,2,
287,X,1.92,3.55,4.02,4200,3750,5100,8050,0,20450,1435000,3,0,1,
286,L,1.81,3.48,4.66,5400,4350,5000,9750,15050,0,1430000,2,1,0,
285,X,1.88,3.44,4.36,8950,2850,2800,16800,0,12150,1425000,1,0,6,
284,F,1.82,3.50,4.03,3500,3450,4400,0,8600,7650,1420000,0,2,5,
283,F,1.81,3.64,4.13,5100,3800,5300,0,10000,11850,1415000,0,1,4,
282,X,1.85,3.39,4.48,8950,2600,2250,16550,0,10000,1410000,1,0,3,
281,F,1.95,3.46,4.00,2450,3300,4000,0,8000,5950,1405000,0,9,2,
280,F,1.81,3.73,4.30,4100,3550,4750,0,9600,10350,1400000,0,8,1,
279,L,1.82,3.45,4.58,9150,2500,2100,16650,8550,0,1395000,1,7,0,
278,F,1.80,3.53,4.42,2150,3200,3500,0,8000,5450,1390000,0,6,3,
277,F,1.84,3.56,4.12,9300,2800,3150,0,7050,12900,1385000,0,5,2,
276,F,1.90,3.34,4.07,8600,2700,2600,0,6300,10500,1380000,0,4,1,
275,L,1.81,3.46,4.63,1750,3200,3200,3150,11050,0,1375000,1,3,0,
274,F,1.80,3.78,4.14,4100,3400,4850,0,9400,10000,1370000,0,2,1,
273,L,1.86,3.38,4.38,5300,4350,5200,9850,14700,0,1365000,2,1,0,
272,X,1.89,3.45,4.08,8700,2700,2800,16400,0,11400,1360000,1,0,2,
271,F,1.86,3.32,4.13,8800,2550,2250,0,5900,9250,1355000,0,4,1,
270,L,1.87,3.48,4.33,1350,3000,3150,2500,10400,0,1350000,1,3,0,
269,F,1.91,3.35,4.37,3550,3900,4300,0,9100,8750,1345000,0,2,1,
268,L,1.82,3.61,4.11,5250,3900,5400,9550,14000,0,1340000,3,1,0,
267,X,1.81,3.36,4.66,9450,2650,2100,17100,0,9750,1335000,2,0,1,
266,L,1.84,3.76,4.04,1800,2800,3700,3300,10500,0,1330000,1,8,0,
265,F,1.90,3.32,4.21,4150,4050,4650,0,9300,9550,1325000,0,7,1,
264,L,1.87,3.63,4.04,8450,2350,2450,15800,8400,0,1320000,1,6,0,
263,F,1.85,3.45,4.18,2300,3250,3700,0,7950,5450,1315000,0,5,3,
262,F,1.87,3.36,4.07,9200,3000,3150,0,7000,12700,1310000,0,4,2,
261,F,1.81,3.31,4.24,3750,3800,4200,0,8750,7800,1305000,0,3,1,
260,L,1.82,3.36,4.57,4600,4200,4550,8350,14000,0,1300000,4,2,0,
259,L,1.80,3.31,4.18,6200,4500,5450,11150,14800,0,1295000,3,1,0,
258,X,1.86,3.33,4.55,4100,4100,4400,7600,0,20000,1290000,2,0,5,
257,X,1.85,3.57,4.15,8600,2300,2250,15900,0,9250,1285000,1,0,4,
256,F,1.81,3.46,4.11,2350,3200,3700,0,7800,5100,1280000,0,4,3,
255,F,1.96,3.37,4.07,4050,3950,4900,0,9300,9900,1275000,0,3,2,
254,F,1.84,3.45,4.51,5550,4400,5250,0,10750,13550,1270000,0,2,1,
253,L,1.84,3.39,4.08,7150,4700,6300,13150,15900,0,1265000,3,1,0,
252,X,1.82,3.41,4.52,9800,3000,2850,17800,0,12800,1260000,2,0,1,
251,L,1.88,3.43,4.31,2750,3500,3900,5150,11950,0,1255000,1,3,0,
250,F,1.87,3.37,4.27,4900,4200,5050,0,9900,11450,1250000,0,2,3,
249,F,1.90,3.50,4.15,6200,4450,6100,0,11100,15200,1245000,0,1,2,
248,X,1.92,3.33,4.01,4800,4150,5250,9200,0,21000,1240000,3,0,1,
247,L,1.83,3.56,4.46,9050,2500,2350,16550,8850,0,1235000,2,4,0,
246,L,1.81,3.59,4.35,1950,3050,3500,3500,10900,0,1230000,1,3,0,
245,F,1.85,3.54,4.32,9200,2800,2900,0,7000,12500,1225000,0,2,6,
244,F,1.82,3.32,4.27,3700,3800,4200,0,8750,7850,1220000,0,1,5,
243,X,1.89,3.50,4.09,2900,3400,4150,5450,0,16950,1215000,2,0,4,
242,X,1.82,3.42,4.01,2900,3350,4000,5250,0,15950,1210000,1,0,3,
241,F,1.87,3.46,4.15,9100,2900,3100,0,7100,12850,1205000,0,1,2,
240,X,1.81,3.89,4.05,1450,2600,3550,2600,0,14250,1200000,2,0,1,
239,L,1.86,3.32,4.31,3200,3700,4050,5950,12250,0,1195000,1,4,0,
238,F,1.82,3.58,4.13,5150,3900,5300,0,9950,11850,1190000,0,3,4,
237,F,1.89,3.51,4.05,6500,4450,6300,0,11100,15400,1185000,0,2,3,
236,F,1.88,3.62,4.03,7550,4600,7000,0,12000,18200,1180000,0,1,2,
235,X,1.82,3.59,4.36,5450,4100,5350,9900,0,23300,1175000,4,0,1,
234,L,1.89,3.58,4.09,6700,4450,6500,12650,15900,0,1170000,3,1,0,
233,X,1.89,3.35,4.28,5050,4300,5150,9500,0,21900,1165000,2,0,1,
